LA date,LA pm25,LA o3,LA no2,LA co,NY date,NY pm25,NY o3,NY no2,NY co
1/5/2020,62,19,29,6,1/6/2020,52,NaN,23,NaN
1/4/2020,68,19,24,7,1/5/2020,40,NaN,22,NaN
1/3/2020,54,17,29,8,1/4/2020,57,NaN,7,NaN
1/2/2020,63,11,31,7,1/3/2020,66,NaN,21,NaN
1/1/2020,63,18,24,6,1/2/2020,59,NaN,30,NaN
12/31/2019,NaN,24,19,4,1/1/2020,40,NaN,29,NaN
12/29/2019,56,NaN,NaN,NaN,12/29/2019,54,NaN,NaN,NaN
12/28/2019,46,22,18,5,12/28/2019,58,NaN,NaN,NaN
12/27/2019,36,21,20,5,12/27/2019,53,NaN,18,NaN
12/26/2019,24,16,23,4,12/26/2019,65,NaN,29,NaN
12/25/2019,34,27,11,2,12/25/2019,54,NaN,24,NaN
12/24/2019,40,22,7,1,12/24/2019,50,NaN,28,NaN
12/23/2019,26,21,15,3,12/23/2019,75,NaN,22,NaN
12/22/2019,44,24,9,1,12/22/2019,68,NaN,37,NaN
12/21/2019,38,25,19,3,12/21/2019,52,NaN,29,NaN
12/20/2019,35,18,29,11,12/20/2019,46,NaN,31,NaN
12/19/2019,55,18,29,NaN,12/19/2019,57,NaN,18,NaN
12/18/2019,32,15,34,11,12/18/2019,41,NaN,11,NaN
12/17/2019,32,14,31,11,12/17/2019,38,NaN,15,NaN
12/16/2019,31,20,26,NaN,12/16/2019,49,NaN,19,NaN
12/15/2019,25,19,26,NaN,12/15/2019,42,NaN,18,NaN
12/14/2019,79,29,10,NaN,12/14/2019,38,NaN,9,NaN
12/13/2019,85,5,21,NaN,12/13/2019,48,NaN,18,NaN
12/12/2019,78,10,31,12,12/12/2019,56,NaN,32,NaN
12/11/2019,52,9,34,9,12/11/2019,34,NaN,22,NaN
12/10/2019,50,14,24,7,12/10/2019,52,NaN,16,NaN
12/9/2019,43,10,23,7,12/9/2019,37,NaN,16,NaN
12/8/2019,33,13,21,5,12/8/2019,35,NaN,29,NaN
12/7/2019,29,23,12,2,12/7/2019,37,NaN,20,NaN
12/6/2019,44,12,14,2,12/6/2019,36,NaN,11,NaN
12/5/2019,38,7,26,5,12/5/2019,40,NaN,18,NaN
12/4/2019,39,18,18,5,12/4/2019,47,NaN,15,NaN
12/3/2019,54,11,23,4,12/3/2019,32,NaN,24,NaN
12/2/2019,42,2,33,8,12/2/2019,22,NaN,13,NaN
12/1/2019,26,12,25,5,12/1/2019,24,NaN,14,NaN
11/30/2019,31,16,15,3,11/30/2019,27,NaN,NaN,NaN
11/29/2019,28,20,14,4,11/29/2019,19,NaN,NaN,NaN
11/28/2019,18,25,14,3,11/28/2019,26,NaN,7,NaN
11/27/2019,27,28,5,1,11/27/2019,59,NaN,6,NaN
11/26/2019,46,23,21,3,11/26/2019,62,NaN,33,NaN
11/25/2019,51,23,20,4,11/25/2019,59,NaN,43,NaN
11/24/2019,38,25,24,5,11/24/2019,31,NaN,25,NaN
11/23/2019,42,30,22,5,11/23/2019,32,NaN,14,NaN
11/22/2019,45,26,25,5,11/22/2019,47,NaN,18,NaN
11/21/2019,35,21,22,5,11/21/2019,52,NaN,20,NaN
11/20/2019,31,23,16,3,11/20/2019,34,NaN,24,NaN
11/19/2019,52,25,11,1,11/19/2019,33,NaN,14,NaN
11/18/2019,32,21,32,6,11/18/2019,26,NaN,18,NaN
11/17/2019,40,32,30,5,11/17/2019,22,NaN,18,NaN
11/16/2019,68,32,25,6,11/16/2019,28,NaN,11,NaN
11/15/2019,65,29,26,8,11/15/2019,46,NaN,10,NaN
11/14/2019,70,17,22,6,11/14/2019,25,NaN,30,NaN
11/13/2019,79,24,21,5,11/13/2019,18,NaN,29,NaN
11/12/2019,75,17,21,6,11/12/2019,32,NaN,12,NaN
11/11/2019,79,30,23,7,11/11/2019,71,NaN,14,NaN
11/10/2019,68,35,15,3,11/10/2019,40,NaN,39,NaN
11/9/2019,43,33,20,6,11/9/2019,20,NaN,22,NaN
11/8/2019,67,30,27,6,11/8/2019,23,NaN,16,NaN
11/7/2019,96,27,36,9,11/7/2019,37,NaN,9,NaN
11/6/2019,73,33,26,6,11/6/2019,42,NaN,26,NaN
11/5/2019,64,25,28,7,11/5/2019,45,NaN,17,NaN
11/4/2019,67,36,31,7,11/4/2019,31,NaN,25,NaN
11/3/2019,65,39,32,8,11/3/2019,NaN,NaN,19,NaN
11/2/2019,71,38,30,7,10/6/2019,28,NaN,NaN,NaN
11/1/2019,37,30,31,6,10/5/2019,26,NaN,11,NaN
10/31/2019,43,27,28,5,10/4/2019,21,26,7,1
10/30/2019,41,30,27,5,10/3/2019,25,20,8,1
10/29/2019,56,31,21,4,10/2/2019,48,14,10,1
10/28/2019,58,28,25,5,10/1/2019,33,44,13,2
10/27/2019,50,35,24,5,9/30/2019,23,35,13,1
10/26/2019,41,31,8,2,9/29/2019,34,25,8,1
10/25/2019,43,35,25,5,9/28/2019,38,29,7,2
10/24/2019,57,35,34,8,9/27/2019,25,37,6,2
10/23/2019,56,35,39,9,9/26/2019,46,29,15,1
10/22/2019,44,37,38,8,9/25/2019,35,32,12,2
10/21/2019,34,37,30,6,9/24/2019,20,31,NaN,2
10/20/2019,51,38,23,4,9/23/2019,47,23,NaN,1
10/19/2019,52,35,20,4,9/22/2019,60,24,18,NaN
10/18/2019,50,33,21,5,9/21/2019,55,NaN,NaN,NaN
10/17/2019,63,32,18,4,9/20/2019,46,NaN,NaN,NaN
10/16/2019,55,37,19,3,9/19/2019,26,NaN,NaN,NaN
10/15/2019,67,35,30,5,9/18/2019,21,NaN,NaN,NaN
10/14/2019,58,38,25,6,9/17/2019,19,NaN,NaN,NaN
10/13/2019,70,36,16,3,9/16/2019,46,31,NaN,1
10/12/2019,71,40,21,6,9/15/2019,30,28,18,2
10/11/2019,48,53,22,6,9/14/2019,27,34,10,1
10/10/2019,55,39,27,6,9/13/2019,18,24,12,1
10/9/2019,58,34,15,3,9/12/2019,45,21,8,1
10/8/2019,60,35,12,2,9/11/2019,44,27,10,2
10/7/2019,58,32,24,6,9/10/2019,26,35,14,3
10/6/2019,61,46,26,6,9/9/2019,23,NaN,13,NaN
10/5/2019,58,73,22,6,9/8/2019,41,NaN,10,NaN
10/4/2019,56,55,23,5,9/7/2019,27,NaN,8,NaN
10/3/2019,52,41,21,5,9/6/2019,13,NaN,6,NaN
10/2/2019,51,42,24,6,9/5/2019,23,NaN,9,NaN
10/1/2019,44,43,20,5,9/4/2019,44,NaN,8,NaN
9/30/2019,54,34,16,4,9/3/2019,39,NaN,12,NaN
9/29/2019,32,31,16,4,9/2/2019,27,NaN,9,NaN
9/28/2019,26,32,7,2,9/1/2019,20,NaN,7,NaN
9/27/2019,41,21,9,2,8/31/2019,23,NaN,5,NaN
9/26/2019,54,24,6,1,8/30/2019,40,NaN,6,NaN
9/25/2019,59,22,9,2,8/29/2019,22,NaN,16,NaN
9/24/2019,NaN,37,15,3,8/28/2019,22,NaN,7,NaN
9/23/2019,NaN,32,20,6,8/27/2019,25,NaN,10,NaN
9/22/2019,NaN,36,16,4,8/26/2019,17,5,13,4
9/21/2019,NaN,49,18,5,8/25/2019,12,31,9,1
9/20/2019,NaN,52,17,4,8/24/2019,13,26,5,1
9/19/2019,46,32,15,3,8/23/2019,23,26,7,1
9/18/2019,52,28,11,2,8/22/2019,35,24,18,2
9/17/2019,64,24,15,4,8/21/2019,30,49,13,2
9/16/2019,61,34,15,4,8/20/2019,26,40,7,2
9/15/2019,74,35,15,4,8/19/2019,29,NaN,17,NaN
9/14/2019,60,40,18,6,8/18/2019,26,NaN,22,NaN
9/13/2019,61,64,20,6,8/17/2019,16,NaN,13,NaN
9/12/2019,66,49,21,5,8/16/2019,24,NaN,11,NaN
9/11/2019,61,37,19,5,8/15/2019,53,NaN,12,NaN
9/10/2019,48,38,13,3,8/14/2019,69,NaN,11,NaN
9/9/2019,55,32,8,2,8/13/2019,55,NaN,14,NaN
9/8/2019,46,31,13,4,8/12/2019,37,NaN,16,NaN
9/7/2019,51,31,10,3,8/11/2019,21,NaN,15,NaN
9/6/2019,53,34,16,4,8/10/2019,18,NaN,6,NaN
9/5/2019,55,37,17,4,8/9/2019,33,NaN,6,NaN
9/4/2019,46,33,18,4,8/8/2019,47,NaN,10,NaN
9/3/2019,52,37,19,5,8/7/2019,45,NaN,11,NaN
9/2/2019,54,32,16,4,8/6/2019,46,NaN,15,NaN
9/1/2019,62,39,12,3,8/5/2019,38,NaN,13,NaN
8/31/2019,63,46,15,4,8/4/2019,37,NaN,11,NaN
8/30/2019,57,47,16,4,8/3/2019,34,NaN,9,NaN
8/29/2019,52,41,20,4,8/2/2019,43,NaN,9,NaN
8/28/2019,53,39,14,3,8/1/2019,40,NaN,19,NaN
8/27/2019,51,31,11,2,7/31/2019,91,NaN,14,NaN
8/26/2019,51,33,16,4,7/30/2019,95,NaN,23,NaN
8/25/2019,48,35,18,5,7/29/2019,88,NaN,15,NaN
8/24/2019,55,40,11,3,7/28/2019,65,NaN,11,NaN
8/23/2019,56,43,13,3,7/27/2019,49,NaN,8,NaN
8/22/2019,60,34,10,2,7/26/2019,46,NaN,17,NaN
8/21/2019,55,30,16,2,7/25/2019,42,NaN,17,NaN
8/20/2019,52,46,22,3,7/24/2019,31,NaN,13,NaN
8/19/2019,54,40,19,3,7/23/2019,12,15,10,1
8/18/2019,45,36,12,2,7/22/2019,34,23,12,2
8/17/2019,46,32,5,1,7/21/2019,54,42,13,2
8/16/2019,62,34,6,1,7/20/2019,57,36,8,2
8/15/2019,62,33,13,2,7/19/2019,52,42,10,2
8/14/2019,59,39,14,3,7/18/2019,42,57,11,2
8/13/2019,68,44,13,3,7/17/2019,55,25,14,2
8/12/2019,55,28,11,2,7/16/2019,45,62,17,2
8/11/2019,42,34,12,2,7/15/2019,22,NaN,18,NaN
8/10/2019,51,34,8,2,7/14/2019,35,NaN,7,NaN
8/9/2019,64,34,14,3,7/13/2019,35,NaN,6,NaN
8/8/2019,65,45,17,4,7/12/2019,28,NaN,5,NaN
8/7/2019,65,37,13,3,7/11/2019,40,NaN,8,NaN
8/6/2019,59,36,12,3,7/10/2019,65,NaN,13,NaN
8/5/2019,54,39,14,3,7/9/2019,49,500,14,NaN
8/4/2019,55,37,12,4,7/8/2019,47,500,11,NaN
8/3/2019,60,42,11,3,7/7/2019,41,500,9,NaN
8/2/2019,58,43,17,4,7/6/2019,38,500,6,NaN
8/1/2019,55,39,17,4,7/5/2019,56,500,9,NaN
7/31/2019,65,39,14,3,7/4/2019,84,500,9,NaN
7/30/2019,66,35,7,2,7/3/2019,57,500,16,NaN
7/29/2019,67,40,11,2,7/2/2019,49,500,11,NaN
7/28/2019,60,37,14,3,7/1/2019,19,500,10,NaN
7/27/2019,59,34,10,3,6/30/2019,21,500,5,1
7/26/2019,64,41,16,4,6/29/2019,48,500,3,1
7/25/2019,60,39,19,3,6/28/2019,41,500,4,2
7/24/2019,55,42,20,4,6/27/2019,35,500,6,2
7/23/2019,54,42,17,4,6/26/2019,46,500,1,1
7/22/2019,57,44,15,3,6/25/2019,56,500,5,2
7/21/2019,43,36,13,3,6/24/2019,49,500,2,2
7/20/2019,51,32,5,2,6/23/2019,19,500,4,2
7/19/2019,43,33,6,2,6/22/2019,17,500,NaN,1
7/18/2019,53,26,9,2,6/21/2019,18,500,3,1
7/17/2019,60,30,9,2,6/20/2019,39,500,2,1
7/16/2019,72,31,10,2,6/19/2019,24,500,3,3
7/15/2019,71,39,22,5,6/18/2019,43,500,NaN,2
7/14/2019,67,40,17,4,6/17/2019,40,500,NaN,3
7/13/2019,68,45,7,2,6/16/2019,39,500,3,2
7/12/2019,67,50,15,3,6/15/2019,25,500,5,NaN
7/11/2019,65,42,17,3,6/14/2019,18,500,5,NaN
7/10/2019,59,37,17,4,6/13/2019,12,500,2,NaN
7/9/2019,60,39,10,3,6/12/2019,17,500,NaN,NaN
7/8/2019,53,39,8,2,6/11/2019,12,500,1,NaN
7/7/2019,55,32,7,1,6/10/2019,32,500,NaN,1
7/6/2019,64,37,5,2,6/9/2019,17,500,1,1
7/5/2019,97,37,7,2,6/8/2019,26,500,3,1
7/4/2019,73,35,9,2,6/7/2019,43,500,3,2
7/3/2019,61,36,5,1,6/6/2019,28,500,10,2
7/2/2019,61,34,10,2,6/5/2019,45,500,7,2
7/1/2019,58,39,13,2,6/4/2019,15,500,18,2
6/30/2019,55,37,15,3,6/3/2019,11,500,6,NaN
6/29/2019,55,41,12,3,6/2/2019,44,500,6,NaN
6/28/2019,55,41,14,3,6/1/2019,48,500,11,2
6/27/2019,51,39,11,2,5/31/2019,40,500,13,3
6/26/2019,43,39,9,2,5/30/2019,21,500,13,2
6/25/2019,51,35,8,2,5/29/2019,22,500,17,2
6/24/2019,54,25,10,2,5/28/2019,40,500,15,1
6/23/2019,47,33,9,2,5/27/2019,22,500,17,NaN
6/22/2019,34,35,3,1,5/26/2019,30,500,5,NaN
6/21/2019,26,32,4,1,5/25/2019,11,500,5,NaN
6/20/2019,48,21,8,1,5/24/2019,13,500,6,NaN
6/19/2019,51,27,9,2,5/23/2019,24,500,5,NaN
6/18/2019,51,38,7,2,5/22/2019,16,500,19,NaN
6/17/2019,44,30,10,2,5/21/2019,11,486,10,NaN
6/16/2019,61,25,11,2,5/20/2019,45,500,5,NaN
6/15/2019,58,33,6,2,5/19/2019,33,500,15,NaN
6/14/2019,56,35,6,2,5/18/2019,32,500,11,NaN
6/13/2019,68,27,8,2,5/17/2019,54,500,6,NaN
6/12/2019,67,33,10,2,5/16/2019,36,500,24,NaN
6/11/2019,59,35,16,3,5/15/2019,19,500,18,NaN
6/10/2019,57,54,19,3,5/14/2019,18,500,10,NaN
6/9/2019,63,51,18,4,5/13/2019,8,500,15,NaN
6/8/2019,56,46,10,2,5/12/2019,5,500,13,NaN
6/7/2019,50,39,9,2,5/11/2019,12,500,7,NaN
6/6/2019,61,35,9,2,5/10/2019,21,500,8,NaN
6/5/2019,71,37,10,2,5/9/2019,15,500,19,NaN
6/4/2019,65,33,13,2,5/8/2019,33,500,10,NaN
6/3/2019,47,32,11,2,5/7/2019,27,500,2,NaN
6/2/2019,40,32,8,2,5/6/2019,20,500,5,NaN
6/1/2019,47,30,4,1,5/5/2019,11,500,11,NaN
5/31/2019,70,30,7,1,5/4/2019,49,500,8,NaN
5/30/2019,70,35,12,2,5/3/2019,28,500,21,NaN
5/29/2019,53,34,14,2,5/2/2019,42,500,16,NaN
5/28/2019,46,27,15,3,5/1/2019,20,500,20,NaN
5/27/2019,33,29,12,3,4/30/2019,42,391,16,NaN
5/26/2019,33,32,6,1,4/29/2019,15,500,21,NaN
5/25/2019,43,31,4,1,4/28/2019,13,500,13,1
5/24/2019,44,30,9,2,4/27/2019,22,500,10,1
5/23/2019,48,28,11,3,4/26/2019,24,364,6,1
5/22/2019,33,17,13,2,4/25/2019,19,500,12,1
5/21/2019,38,29,11,1,4/24/2019,27,500,15,2
5/20/2019,28,30,7,1,4/23/2019,32,500,9,1
5/19/2019,28,34,5,1,4/22/2019,30,500,17,2
5/18/2019,45,33,3,1,4/21/2019,26,500,3,NaN
5/17/2019,41,34,10,2,4/20/2019,28,500,NaN,NaN
5/16/2019,34,27,11,2,4/19/2019,35,500,18,1
5/15/2019,56,32,9,1,4/18/2019,116,88,14,1
5/14/2019,68,24,9,1,4/17/2019,33,146,13,1
5/13/2019,50,37,9,2,4/16/2019,13,500,22,1
5/12/2019,46,33,9,1,4/15/2019,25,268,7,1
5/11/2019,39,35,7,2,4/14/2019,22,500,26,1
5/10/2019,31,31,10,3,4/13/2019,39,500,19,1
5/9/2019,35,19,14,2,4/12/2019,34,500,9,NaN
5/8/2019,29,21,12,2,4/11/2019,22,500,18,NaN
5/7/2019,27,24,8,1,4/10/2019,12,500,16,NaN
5/6/2019,27,22,9,1,4/9/2019,15,316,11,NaN
5/5/2019,53,28,5,1,4/8/2019,30,500,17,NaN
5/4/2019,69,35,4,1,4/7/2019,40,500,25,NaN
5/3/2019,63,40,7,2,4/6/2019,40,500,26,NaN
5/2/2019,59,39,12,2,4/5/2019,21,500,14,NaN
5/1/2019,43,31,14,3,4/4/2019,25,500,15,NaN
4/30/2019,29,31,9,2,4/3/2019,29,500,11,NaN
4/29/2019,36,30,5,1,4/2/2019,23,500,10,NaN
4/28/2019,58,25,7,1,4/1/2019,18,500,18,NaN
4/27/2019,66,31,7,1,3/31/2019,41,500,9,NaN
4/26/2019,71,33,8,2,3/30/2019,49,500,11,NaN
4/25/2019,74,32,13,2,3/29/2019,50,500,24,NaN
4/24/2019,69,33,15,2,3/28/2019,27,500,36,NaN
4/23/2019,70,34,17,3,3/27/2019,31,500,19,NaN
4/22/2019,56,31,17,4,3/26/2019,23,481,15,NaN
4/21/2019,34,30,15,3,3/25/2019,41,500,11,NaN
4/20/2019,45,37,5,1,3/24/2019,27,500,14,NaN
4/19/2019,68,32,5,1,3/23/2019,31,500,12,NaN
4/18/2019,57,35,14,3,3/22/2019,24,392,8,NaN
4/17/2019,49,43,20,5,3/21/2019,23,500,4,NaN
4/16/2019,46,33,15,3,3/20/2019,43,500,21,NaN
4/15/2019,50,27,9,1,3/19/2019,34,500,31,NaN
4/14/2019,51,30,13,3,3/18/2019,27,500,22,NaN
4/13/2019,50,42,14,3,3/17/2019,20,500,24,NaN
4/12/2019,44,37,16,3,3/16/2019,23,337,8,NaN
4/11/2019,44,33,15,2,3/15/2019,53,237,7,NaN
4/10/2019,17,27,21,3,3/14/2019,34,500,27,NaN
4/9/2019,42,39,2,1,3/13/2019,43,500,26,NaN
4/8/2019,52,37,14,3,3/12/2019,31,500,30,NaN
4/7/2019,50,37,23,5,3/11/2019,28,477,9,NaN
4/6/2019,32,38,14,4,3/10/2019,32,500,13,NaN
4/5/2019,16,28,9,2,3/9/2019,48,500,21,NaN
4/4/2019,24,26,8,2,3/8/2019,39,500,24,NaN
4/3/2019,22,24,11,1,3/7/2019,38,500,NaN,NaN
4/2/2019,44,23,7,1,3/6/2019,38,500,7,NaN
4/1/2019,42,35,13,2,3/5/2019,39,500,6,NaN
3/31/2019,40,40,22,4,3/4/2019,38,500,7,NaN
3/30/2019,42,52,15,3,3/3/2019,48,500,6,NaN
3/29/2019,44,41,18,4,3/2/2019,46,500,20,NaN
3/28/2019,28,30,18,4,3/1/2019,40,500,20,NaN
3/27/2019,43,30,11,3,2/28/2019,35,500,19,NaN
3/26/2019,52,22,11,2,2/27/2019,18,500,16,NaN
3/25/2019,55,33,20,4,2/26/2019,39,422,12,NaN
3/24/2019,49,36,17,4,2/25/2019,43,481,9,NaN
3/23/2019,42,37,9,3,2/24/2019,27,500,7,NaN
3/22/2019,38,28,11,2,2/23/2019,39,500,16,NaN
3/21/2019,32,33,13,3,2/22/2019,45,500,19,NaN
3/20/2019,34,29,16,3,2/21/2019,36,500,14,NaN
3/19/2019,67,30,10,2,2/20/2019,27,500,20,NaN
3/18/2019,54,32,18,4,2/19/2019,27,500,NaN,NaN
3/17/2019,38,41,22,4,2/18/2019,32,500,5,NaN
3/16/2019,35,40,16,3,2/17/2019,12,500,6,NaN
3/15/2019,28,39,25,5,2/16/2019,28,500,6,NaN
3/14/2019,36,34,26,5,2/15/2019,51,500,2,NaN
3/13/2019,42,37,23,5,2/14/2019,48,500,NaN,NaN
3/12/2019,40,32,15,3,2/13/2019,55,500,6,NaN
3/11/2019,37,28,15,2,2/12/2019,23,500,4,NaN
3/10/2019,38,27,17,3,2/11/2019,47,386,NaN,NaN
3/9/2019,29,30,11,3,2/10/2019,29,500,NaN,NaN
3/8/2019,20,29,10,2,2/9/2019,40,500,NaN,NaN
3/7/2019,20,32,8,2,2/8/2019,41,500,3,NaN
3/6/2019,28,28,10,2,2/7/2019,33,500,4,NaN
3/5/2019,46,19,14,2,2/6/2019,29,500,NaN,NaN
3/4/2019,20,23,22,4,2/5/2019,71,500,5,NaN
3/3/2019,21,23,11,3,2/4/2019,68,500,NaN,NaN
3/2/2019,27,25,4,1,2/3/2019,70,500,NaN,NaN
3/1/2019,48,20,11,2,2/2/2019,60,500,7,NaN
2/28/2019,46,21,12,2,2/1/2019,49,NaN,NaN,NaN
2/27/2019,52,18,13,2,1/31/2019,64,NaN,NaN,NaN
2/26/2019,63,26,15,3,1/30/2019,52,NaN,NaN,NaN
2/25/2019,54,24,25,6,1/29/2019,50,NaN,NaN,NaN
2/24/2019,44,28,25,6,1/28/2019,44,NaN,NaN,NaN
2/23/2019,34,34,18,4,1/27/2019,45,NaN,NaN,NaN
2/22/2019,31,32,17,3,1/26/2019,44,NaN,NaN,NaN
2/21/2019,27,27,23,3,1/25/2019,48,NaN,NaN,NaN
2/20/2019,33,26,15,2,1/24/2019,39,NaN,NaN,NaN
2/19/2019,24,23,19,3,1/23/2019,46,NaN,NaN,NaN
2/18/2019,13,29,16,4,1/22/2019,51,NaN,NaN,NaN
2/17/2019,19,26,8,2,1/21/2019,49,NaN,NaN,NaN
2/16/2019,20,30,4,2,1/20/2019,34,NaN,NaN,NaN
2/15/2019,29,30,5,2,1/19/2019,43,NaN,NaN,NaN
2/14/2019,23,26,13,4,1/18/2019,58,NaN,NaN,NaN
2/13/2019,33,22,11,3,1/17/2019,33,NaN,NaN,NaN
2/12/2019,33,23,22,4,1/16/2019,64,NaN,NaN,NaN
2/11/2019,25,24,27,6,1/15/2019,58,NaN,NaN,NaN
2/10/2019,22,25,17,4,1/14/2019,47,NaN,NaN,NaN
2/9/2019,35,32,7,2,1/13/2019,40,NaN,NaN,NaN
2/8/2019,45,29,14,3,1/12/2019,42,NaN,NaN,NaN
2/7/2019,39,26,23,4,1/11/2019,42,NaN,NaN,NaN
2/6/2019,14,24,22,4,1/10/2019,45,NaN,NaN,NaN
2/5/2019,16,28,6,2,1/9/2019,47,NaN,NaN,NaN
2/4/2019,24,28,10,2,1/8/2019,53,NaN,NaN,NaN
2/3/2019,24,25,13,2,1/7/2019,33,NaN,NaN,NaN
2/2/2019,20,24,9,2,1/6/2019,51,NaN,NaN,NaN
2/1/2019,38,23,9,2,1/5/2019,44,NaN,NaN,NaN
1/31/2019,55,20,17,4,1/4/2019,64,NaN,NaN,NaN
1/30/2019,67,14,19,4,1/3/2019,49,NaN,NaN,NaN
1/29/2019,92,20,22,5,1/2/2019,62,NaN,NaN,NaN
1/28/2019,76,20,34,11,1/1/2019,40,NaN,NaN,NaN
1/27/2019,40,12,37,9,,,,,
1/26/2019,36,28,23,6,,,,,
1/25/2019,35,23,27,6,,,,,
1/24/2019,41,19,30,7,,,,,
1/23/2019,38,18,28,8,,,,,
1/22/2019,28,18,26,6,,,,,
1/21/2019,17,19,19,5,,,,,
1/20/2019,32,31,4,1,,,,,
1/19/2019,44,19,14,4,,,,,
1/18/2019,51,24,16,5,,,,,
1/17/2019,23,17,17,5,,,,,
1/16/2019,21,18,12,2,,,,,
1/15/2019,25,20,12,2,,,,,
1/14/2019,28,25,14,2,,,,,
1/13/2019,30,17,13,2,,,,,
1/12/2019,32,23,15,4,,,,,
1/11/2019,70,22,14,3,,,,,
1/10/2019,51,13,21,6,,,,,
1/9/2019,55,17,20,6,,,,,
1/8/2019,36,17,24,7,,,,,
1/7/2019,30,15,21,6,,,,,
1/6/2019,35,19,14,3,,,,,
1/5/2019,66,27,9,2,,,,,
1/4/2019,60,20,25,8,,,,,
1/3/2019,41,10,32,9,,,,,
1/2/2019,42,18,27,6,,,,,
1/1/2019,65,20,24,5,,,,,
